date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:27:11	5254/5254	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://htmlku.com/robots.txt		(from )
21:27:11	4193/4193	---M-Z	200	added ('OK')	text/html	etag:W/%2267bfb71e-1061%22	https://htmlku.com/hbday/main/	C:/My%20Web%20Sites/hbddd/htmlku.com/hbday/main/index.html	(from )
21:27:11	64046/64046	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fa2e-HV0g5f4dJ6DqsUeCErN00mwkKtc%22	https://cdn.jsdelivr.net/npm/sweetalert2@11.0.19/dist/sweetalert2.all.min.js	C:/My%20Web%20Sites/hbddd/cdn.jsdelivr.net/npm/sweetalert2@11.0.19/dist/sweetalert2.all.min.js	(from https://htmlku.com/hbday/main/)
21:27:11	9770/9770	---MCZ	200	added ('OK')	application/javascript	etag:W/%22262a-8Azqrl+5AMcvIsXfz4SlcKscZ7Y%22	https://unpkg.com/typeit@8.7.0/dist/index.umd.js	C:/My%20Web%20Sites/hbddd/unpkg.com/typeit@8.7.0/dist/index.umd.js	(from https://htmlku.com/hbday/main/)
21:27:12	9758/9758	---M-Z	200	added ('OK')	text/css	etag:W/%2267bfb71e-261e%22	https://htmlku.com/hbday/style.css	C:/My%20Web%20Sites/hbddd/htmlku.com/hbday/style.css	(from https://htmlku.com/hbday/main/)
21:27:13	164760/164760	---M--	200	added ('OK')	image/jpeg	etag:%22v4c61%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgqXv2EQDTVN5n1sPeLNM_oDCYKyH6DJYMIYQw2CzaglU8zop8JA_whG3J9Qt5PnQB0mBHW2zAb030AIeUN7ReeCk3iiW1rXwT9oSQXTHx0S7N1BNX_VC1s9eD6IoAGXKXe2Qnkrp52D5H6eyqww_Kr7hLbEnoFPdGBEWstHq2JTZoTJt3dyfOoroKZLC5F/s1138/hbd.jpg	C:/My%20Web%20Sites/hbddd/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgqXv2EQDTVN5n1sPeLNM_oDCYKyH6DJYMIYQw2Cza/s1138/hbd.jpg	(from https://htmlku.com/hbday/main/)
21:27:13	161854/161854	---M--	200	added ('OK')	image/gif	etag:%22678c754c-2783e%22	https://feeldreams.github.io/pandaputih.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/pandaputih.gif	(from https://htmlku.com/hbday/main/)
21:27:13	60822/60822	---M--	200	added ('OK')	image/gif	etag:%22678c754c-ed96%22	https://feeldreams.github.io/pusn2.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/pusn2.gif	(from https://htmlku.com/hbday/main/)
21:27:13	55472/55472	---M--	200	added ('OK')	image/gif	etag:%22678c754c-d8b0%22	https://feeldreams.github.io/mikir.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/mikir.gif	(from https://htmlku.com/hbday/main/)
21:27:14	108410/108410	---M--	200	added ('OK')	image/gif	etag:%22678c754c-1a77a%22	https://feeldreams.github.io/pandasepeda.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/pandasepeda.gif	(from https://htmlku.com/hbday/main/)
21:27:14	34994/34994	---M--	200	added ('OK')	image/gif	etag:%22678c754c-88b2%22	https://feeldreams.github.io/pandamuter.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/pandamuter.gif	(from https://htmlku.com/hbday/main/)
21:27:35	70288/70288	---M--	200	added ('OK')	image/gif	etag:%22678c754c-11290%22	https://feeldreams.github.io/pandapanah.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/pandapanah.gif	(from https://htmlku.com/hbday/main/)
21:27:36	62118/62118	---M--	200	added ('OK')	image/gif	etag:%22678c754c-f2a6%22	https://feeldreams.github.io/emawh.gif	C:/My%20Web%20Sites/hbddd/feeldreams.github.io/emawh.gif	(from https://htmlku.com/hbday/main/)
21:27:36	8990/8990	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267bfb71e-231e%22	https://htmlku.com/hbday/script.js	C:/My%20Web%20Sites/hbddd/htmlku.com/hbday/script.js	(from https://htmlku.com/hbday/main/)
21:27:59	1031/1031	---M--	404	error ('Not%20Found')	image/png	date:Thu,%2027%20Feb%202025%2014:27:58%20GMT	https://i.ibb.co.com/3C38s5q/gifts.png	C:/My%20Web%20Sites/hbddd/i.ibb.co.com/3C38s5q/gifts.png	(from https://htmlku.com/hbday/main/)
